t,cum_vax,cum_ref,cohort,kcor_ratio
0,0.0008418379668923068,0.0011668664150933654,dose1,0.7214518776800138
1,0.0015229393663048988,0.0022059945608239743,dose1,0.6903640619339028
2,0.002228505402154619,0.0031759765685924275,dose1,0.7016756431677966
3,0.0028765717504765573,0.00429306356694476,dose1,0.6700510497806751
4,0.0035743241153419355,0.005880362110716362,dose1,0.6078408178673643
5,0.004254338596873872,0.007626033142538402,dose1,0.5578704572610738
6,0.004798224360934759,0.008842037298090116,dose1,0.5426604976466811
7,0.005318813319080761,0.009967762084625423,dose1,0.5336015520225004
8,0.0059114598462170044,0.011075290968405191,dose1,0.5337521029963951
9,0.00644086383631297,0.011965114888903776,dose1,0.5383035512469507
10,0.0068660048657951875,0.012758131125123051,dose1,0.5381669774295252
11,0.007310959710216379,0.013490319843075206,dose1,0.5419411692768181
12,0.007750450230004378,0.014228326680582356,dose1,0.5447197273054485
13,0.008232768493433002,0.014960177097704282,dose1,0.5503122348829715
14,0.008623221027053634,0.015708275602001567,dose1,0.5489603852765286
15,0.009075392216099458,0.016518099081037102,dose1,0.5494211029384521
16,0.009484819385595237,0.01721201755390328,dose1,0.551057966060071
17,0.01001591948513498,0.018110808461896544,dose1,0.5530354708159223
18,0.01048882665530071,0.018915187575881114,dose1,0.554518775595996
19,0.01087504779149847,0.019541023292017998,dose1,0.5565239664487848
20,0.011296174790054542,0.020194596478944234,dose1,0.5593662047802272
21,0.011651893863365707,0.020776404701132435,dose1,0.5608233970418274
22,0.011995337380980981,0.0213293812239391,dose1,0.5623856245278972
23,0.012265543510865713,0.021857436166498333,dose1,0.5611611268985145
24,0.012562145722990355,0.02234605701546995,dose1,0.562163862453745
0,0.0008116428547427304,0.0011668664150933654,dose2,0.695574783495858
1,0.0016861350092782482,0.0022059945608239743,dose2,0.7643423236202846
2,0.002620302076196329,0.0031759765685924275,dose2,0.8250382264415105
3,0.003639608109449986,0.00429306356694476,dose2,0.8477880776390165
4,0.004785663986616996,0.005880362110716362,dose2,0.813838313984401
5,0.0059535979490854055,0.007626033142538402,dose2,0.7806939514982223
6,0.00691681011306731,0.008842037298090116,dose2,0.7822642994029305
7,0.007842061396222639,0.009967762084625423,dose2,0.7867424331417108
8,0.008761935397695566,0.011075290968405191,dose2,0.7911246234432913
9,0.009653670678358635,0.011965114888903776,dose2,0.806818051241986
10,0.01044822781316773,0.012758131125123051,dose2,0.8189465768833765
11,0.011172792900420147,0.013490319843075206,dose2,0.8282081544068882
12,0.011946550390720517,0.014228326680582356,dose2,0.8396314379107243
13,0.01270441894921982,0.014960177097704282,dose2,0.8492158124465092
14,0.013439136561413063,0.015708275602001567,dose2,0.8555449943114753
15,0.014209479407044201,0.016518099081037102,dose2,0.8602369641005817
16,0.014921026390072058,0.01721201755390328,dose2,0.8668958384731269
17,0.015811518127717413,0.018110808461896544,dose2,0.8730431973873687
18,0.01663992541534623,0.018915187575881114,dose2,0.8797124188017148
19,0.01723925318616399,0.019541023292017998,dose2,0.8822083126180793
20,0.0179013960830851,0.020194596478944234,dose2,0.8864448517633632
21,0.018477632518733147,0.020776404701132435,dose2,0.8893565938690371
22,0.019006755172545516,0.0213293812239391,dose2,0.89110673076264
23,0.01950061821610522,0.021857436166498333,dose2,0.8921731746883624
24,0.019996743963165146,0.02234605701546995,dose2,0.8948667744124493
0,0.0,0.0011668664150933654,dose3plus,0.0
1,0.0,0.0022059945608239743,dose3plus,0.0
2,0.0,0.0031759765685924275,dose3plus,0.0
3,0.0,0.00429306356694476,dose3plus,0.0
4,0.0,0.005880362110716362,dose3plus,0.0
5,0.0,0.007626033142538402,dose3plus,0.0
6,0.0,0.008842037298090116,dose3plus,0.0
7,0.0,0.009967762084625423,dose3plus,0.0
8,0.010011606499970035,0.011075290968405191,dose3plus,0.9039587788371864
9,0.015056991924767851,0.011965114888903776,dose3plus,1.2584076344701893
10,0.020116461633364235,0.012758131125123051,dose3plus,1.5767561435526047
11,0.025190191153450295,0.013490319843075206,dose3plus,1.8672790152202017
12,0.025190191153450295,0.014228326680582356,dose3plus,1.770425413837128
13,0.025190191153450295,0.014960177097704282,dose3plus,1.6838163737802305
14,0.025190191153450295,0.015708275602001567,dose3plus,1.6036254895245732
15,0.030242153400164656,0.016518099081037102,dose3plus,1.830849497267638
16,0.030242153400164656,0.01721201755390328,dose3plus,1.7570370994392468
17,0.030242153400164656,0.018110808461896544,dose3plus,1.66984005502137
18,0.030242153400164656,0.018915187575881114,dose3plus,1.5988291565835597
19,0.030242153400164656,0.019541023292017998,dose3plus,1.5476238345701256
20,0.030242153400164656,0.020194596478944234,dose3plus,1.4975368995463172
21,0.030242153400164656,0.020776404701132435,dose3plus,1.4556009008171025
22,0.04023141702691927,0.0213293812239391,dose3plus,1.8861971007334808
23,0.04526718210401783,0.021857436166498333,dose3plus,2.071019755342094
24,0.04526718210401783,0.02234605701546995,dose3plus,2.0257346551409086
